"region","name","alpha_D","alpha_H","beta1","beta10","beta11","beta12","beta2","beta3","beta4","beta5","beta6","beta7","beta8","beta9","eps","m_CHR","m_CHW","mu_D","mu_ICU","p_G_D","p_G_D_CHR","p_H","p_H_CHR","p_H_D","p_ICU","p_ICU_D","p_NC","p_W_D","rho_pillar2_tests","start_date"
"east_of_england","beta6",0.000136561257835525,-1.66740719747928e-06,1.36211322200714e-05,-1.0359688087833e-06,4.95268778356382e-06,-3.56106732057043e-06,-7.73668126940633e-06,-2.39457788098481e-07,5.51096776451058e-06,-1.46405461837107e-05,4.31514688435871e-05,-4.03726220890362e-05,2.45338070928255e-05,-3.787436041114e-06,-0.000325004823303464,-3.82702625519629e-09,1.39465248606727e-09,3.79874497083805e-05,0.000132701388063535,-3.26074426154557e-06,7.81764448335828e-05,2.01481046753497e-05,-6.29468575276292e-05,6.00496507430028e-05,-7.77252467385308e-05,0.000119437514320298,-4.51857742283867e-07,5.76688734703013e-05,-1.24465145341861e-07,0.00635355864349526
"east_of_england","beta7",-4.23557125528192e-05,7.35460223258986e-06,-9.60237304394057e-06,-1.69450901433527e-06,-2.22920650471722e-06,2.51082262531837e-06,2.75492026990092e-05,-5.14579416670683e-06,-3.44338074042054e-06,9.83015310922028e-06,-4.03726220890362e-05,6.22687717529086e-05,-5.51865795756002e-05,1.18447642150806e-05,0.000584626018447228,3.9311381722619e-09,-1.30024217181952e-09,-2.43933566063413e-05,-0.000106794069987975,9.2121736388682e-06,-0.000138160760103154,-8.73241733036962e-05,0.000193945275574269,-8.51665760652421e-05,0.000112019257442925,-0.000148302374277405,6.87568380125185e-07,-1.3990938441421e-05,-7.29375242410242e-07,-0.00462067657489094
"east_of_england","beta8",-9.57290428465051e-05,-1.06280770318432e-05,-2.31769130872329e-05,1.93899648819161e-05,-1.07593412177521e-05,2.29555164350318e-06,-5.30530790979218e-06,4.12784397576244e-06,4.14414793668734e-06,-3.14994379937603e-06,2.45338070928255e-05,-5.51865795756002e-05,9.25094394427209e-05,-5.50700115888007e-05,-0.000690685662357143,-2.51445958379168e-09,6.31918998854799e-10,-9.28314025554919e-05,6.92711134286014e-05,-8.56276912220276e-06,3.22506663776085e-05,-4.07304779954214e-05,-5.96753063073422e-05,0.000140502852022962,-8.83818902672019e-05,1.6767742020346e-05,5.19594884224767e-07,3.67675060667748e-05,1.21380961234446e-06,-0.00625321719178044
"east_of_england","beta9",7.30717842902349e-06,7.13074148147466e-06,2.58102711696661e-05,-4.3761229892553e-05,3.23174008192667e-05,-4.26396630661511e-06,-3.36798529801926e-05,-1.78625338482329e-06,-4.48407477908651e-06,1.7216084018366e-06,-3.787436041114e-06,1.18447642150806e-05,-5.50700115888007e-05,8.15109315049308e-05,0.000148161919536929,-1.28578584204744e-09,5.97609970221652e-10,0.000123077968280331,3.97507348462329e-05,3.77419828280917e-06,-8.8556811052168e-05,-5.25326474869453e-06,0.000121774488218583,-0.00014731390196959,-5.23552805916927e-06,5.13993965978567e-05,-7.10462061822692e-07,-0.000181413477389248,9.16137355898576e-07,0.00204800276105824
"east_of_england","eps",-0.00293897242097923,0.000664362590071385,-0.000794470542894347,-0.000195452133851604,-1.27093066709185e-05,-6.17112304887706e-05,0.0018051029215694,-0.000213224877530735,-0.000306703747392125,4.41076916433372e-05,-0.000325004823303464,0.000584626018447228,-0.000690685662357143,0.000148161919536929,0.0648761001108534,6.71354024207899e-08,6.14520370375872e-09,-0.000590662731943912,-0.00291142386404103,0.00027555476177145,-0.00977045773139421,-0.00297524267922098,0.00186885691090002,-0.00230255841432021,0.00369245382848557,0.000981623756870676,-9.56951506836982e-06,-0.00298648245320757,-1.82196013731357e-05,-0.157755863271661
"east_of_england","m_CHR",6.46310987902614e-08,1.09613239037598e-09,-7.56693689154246e-09,2.62145295518791e-09,-1.80789413850845e-09,-5.28965545549845e-10,6.28750370236296e-09,-6.23884941978635e-10,5.13785337522589e-11,-2.40431633352075e-10,-3.82702625519629e-09,3.9311381722619e-09,-2.51445958379168e-09,-1.28578584204744e-09,6.71354024207899e-08,3.89495383613417e-12,-1.44917257084024e-12,-1.30858995829163e-08,-9.8440054266303e-09,3.81015668436978e-09,-3.13167617277288e-08,3.49294714509905e-10,1.42025810089229e-08,-2.10573676129046e-08,9.28347726128204e-09,-4.67679253670611e-08,-1.01690299955727e-10,-1.0741546765338e-08,2.98872419812414e-10,-2.60829834481186e-06
"east_of_england","m_CHW",-1.51078721495465e-08,1.24838797119224e-09,2.75076962252687e-09,-9.78073196091836e-10,8.29836011193991e-10,-7.66614558082809e-11,-3.69960463509201e-09,4.86742377229978e-11,-1.34173232597658e-09,-2.91994794231674e-10,1.39465248606727e-09,-1.30024217181952e-09,6.31918998854799e-10,5.97609970221652e-10,6.14520370375872e-09,-1.44917257084024e-12,9.12526587899902e-13,1.14439207450625e-08,6.41447849651271e-09,-5.08191513214601e-10,3.08686899758636e-09,-1.32471095175844e-09,-4.42819866103154e-08,-6.00458118183814e-09,2.85440944916556e-09,6.18579989638209e-09,5.6099077125058e-11,-4.67551877331557e-09,-1.21228813135015e-10,7.68964549324687e-07
"east_of_england","mu_D",0.00013891950191311,0.000104985905514044,-0.000100215448198766,-5.74806406324767e-05,5.3728579391971e-05,-1.33031377138188e-05,3.26948925120393e-05,-2.71803727227073e-05,-2.01970495131983e-05,5.53015074587459e-06,3.79874497083805e-05,-2.43933566063413e-05,-9.28314025554919e-05,0.000123077968280331,-0.000590662731943912,-1.30858995829163e-08,1.14439207450625e-08,0.00514173405368236,0.000256480551089975,-0.000107841014371257,0.000567444300216524,0.00050595148741379,-0.000714314435667003,-0.00320938771529689,-0.000269433836899158,0.00103725199010673,-4.60881416030354e-06,-0.000525972653076219,-8.2786180221664e-06,-0.0526597120517871
"east_of_england","mu_ICU",-0.000774705120522529,0.000173360750215384,-0.000277931887501961,-4.99141225999356e-05,4.62695630609383e-05,4.31674507173571e-05,0.000890411759371861,-9.46033218391629e-06,3.60755148722543e-05,-2.59524267061928e-05,0.000132701388063535,-0.000106794069987975,6.92711134286014e-05,3.97507348462329e-05,-0.00291142386404103,-9.8440054266303e-09,6.41447849651271e-09,0.000256480551089975,0.0161382947340104,5.5423027276051e-05,0.000216427361619381,-0.00030625670300865,-0.000882426084805922,-1.61792106353087e-05,-0.00301441015432579,0.0021796516857092,4.90707469333977e-07,-0.00174385009366911,3.26870557613838e-05,-0.00254552434265007
"east_of_england","p_G_D",0.000388334845088871,-1.76703107218651e-05,6.99314553478054e-06,-1.07198278394926e-06,-8.60887884866344e-07,1.28821804680561e-06,3.25762102245375e-06,-2.02164999363319e-06,-6.46328423664076e-06,-9.17780290619733e-06,-3.26074426154557e-06,9.2121736388682e-06,-8.56276912220276e-06,3.77419828280917e-06,0.00027555476177145,3.81015668436978e-09,-5.08191513214601e-10,-0.000107841014371257,5.5423027276051e-05,7.52222599930685e-05,-0.00025375497635313,-0.000102437840173254,0.000200290125247414,-3.71119115565644e-05,5.7815663357807e-05,-6.69866916745474e-05,-1.27667893189104e-07,-0.00022088668068463,1.07672372043446e-06,0.00309759827775336
"east_of_england","p_G_D_CHR",0.00266708114735669,-2.99459755204051e-05,0.000322388187235925,0.000139704176624149,-0.000153203174010088,2.948425951317e-05,-0.00042248892954907,9.76576263746363e-05,0.000143109143818163,-0.000114214671754266,7.81764448335828e-05,-0.000138160760103154,3.22506663776085e-05,-8.8556811052168e-05,-0.00977045773139421,-3.13167617277288e-08,3.08686899758636e-09,0.000567444300216524,0.000216427361619381,-0.00025375497635313,0.0078253404748145,0.0037773393848207,-0.00527073955050493,0.00133718441277475,-0.00150157458987782,5.44530286461542e-05,-8.40141882850768e-06,0.00170997078242581,-1.06559785641424e-05,0.13460017038137
"east_of_england","p_H",0.00172183739071621,1.60002228907936e-05,0.000145535209313297,4.3108414134693e-05,-9.21464787869549e-05,-1.13308099345943e-05,-0.000192544399684833,5.66217536891173e-05,4.33791761599173e-05,-0.000146305385048624,2.01481046753497e-05,-8.73241733036962e-05,-4.07304779954214e-05,-5.25326474869453e-06,-0.00297524267922098,3.49294714509905e-10,-1.32471095175844e-09,0.00050595148741379,-0.00030625670300865,-0.000102437840173254,0.0037773393848207,0.00407861298339972,-0.00407857463223108,0.000546158431677767,-0.000963031412862561,-0.000115582882234883,-2.21630017154638e-05,6.35533700253007e-05,9.12026426307217e-06,0.0748345115824949
"east_of_england","p_H_CHR",-0.00213560933438958,-0.000225223949843799,-0.000462416886683657,-0.000196758027823186,0.000206470628226512,3.07346533747993e-06,0.000811272528859021,-8.40087786612439e-05,-5.81551338503407e-06,0.0002195524727956,-6.29468575276292e-05,0.000193945275574269,-5.96753063073422e-05,0.000121774488218583,0.00186885691090002,1.42025810089229e-08,-4.42819866103154e-08,-0.000714314435667003,-0.000882426084805922,0.000200290125247414,-0.00527073955050493,-0.00407857463223108,0.0150317591185272,-0.000491218606872719,0.000495318740514862,-0.000499151888122066,5.51878533956146e-06,0.000786058413894359,4.97866236879005e-06,-0.180293555224633
"east_of_england","p_H_D",-0.000289089890135946,-9.2978565344414e-05,0.00012840117458368,4.37524228773805e-05,-9.20673022704898e-06,-4.8223738653068e-06,0.000122258109156865,1.44774497741106e-05,8.31102135298e-05,-4.70994212267182e-05,6.00496507430028e-05,-8.51665760652421e-05,0.000140502852022962,-0.00014731390196959,-0.00230255841432021,-2.10573676129046e-08,-6.00458118183814e-09,-0.00320938771529689,-1.61792106353087e-05,-3.71119115565644e-05,0.00133718441277475,0.000546158431677767,-0.000491218606872719,0.00509340948853302,-0.000478442265158341,-0.000931679643754672,-3.51952654712458e-06,-0.000724278183735368,1.26530713437846e-05,0.0839307937316277
"east_of_england","p_ICU",0.000474008910303816,-2.10178015483491e-05,2.03213655277753e-05,4.08842298899128e-06,9.90246067555325e-07,-3.52144776993209e-06,-0.000154627929653102,-1.40951876545328e-05,-6.18006990129979e-05,5.5036109216855e-05,-7.77252467385308e-05,0.000112019257442925,-8.83818902672019e-05,-5.23552805916927e-06,0.00369245382848557,9.28347726128204e-09,2.85440944916556e-09,-0.000269433836899158,-0.00301441015432579,5.7815663357807e-05,-0.00150157458987782,-0.000963031412862561,0.000495318740514862,-0.000478442265158341,0.00161995439993728,-0.000412890931279701,7.02242083487799e-06,0.000852023735368219,-1.45950565859425e-05,-0.0139965863419046
"east_of_england","p_ICU_D",0.000455656041142031,-0.000158918748732986,0.000390123076284279,-1.99206453815815e-05,-2.12906764010961e-05,1.6273865179224e-05,-7.63843900065015e-05,7.15535805712785e-05,1.64776412107172e-05,3.13513448942168e-05,0.000119437514320298,-0.000148302374277405,1.6767742020346e-05,5.13993965978567e-05,0.000981623756870676,-4.67679253670611e-08,6.18579989638209e-09,0.00103725199010673,0.0021796516857092,-6.69866916745474e-05,5.44530286461542e-05,-0.000115582882234883,-0.000499151888122066,-0.000931679643754672,-0.000412890931279701,0.0129713972923454,3.83972490986165e-06,-0.000124645519630956,-2.81289279211503e-05,0.216519644567724
"east_of_england","p_NC",-2.28943903519342e-06,-3.60139364979039e-07,-7.82394180383957e-07,3.23561538238138e-07,-1.67234552569412e-07,5.22585280995252e-07,-9.00045791778708e-07,4.10979777589092e-08,-1.16185808427507e-07,1.36050626957723e-06,-4.51857742283867e-07,6.87568380125185e-07,5.19594884224767e-07,-7.10462061822692e-07,-9.56951506836982e-06,-1.01690299955727e-10,5.6099077125058e-11,-4.60881416030354e-06,4.90707469333977e-07,-1.27667893189104e-07,-8.40141882850768e-06,-2.21630017154638e-05,5.51878533956146e-06,-3.51952654712458e-06,7.02242083487799e-06,3.83972490986165e-06,3.69824939000614e-07,1.40244816493696e-05,-4.69595253007358e-07,-0.000529665112746334
"east_of_england","p_W_D",-0.000187590106760611,0.000124983633714784,-0.000236893250015591,0.000151748972734396,-8.93952312767731e-05,-1.41366439824895e-05,5.82413903806539e-05,-2.40246866179744e-05,0.000112947991274419,3.88899403522796e-05,5.76688734703013e-05,-1.3990938441421e-05,3.67675060667748e-05,-0.000181413477389248,-0.00298648245320757,-1.0741546765338e-08,-4.67551877331557e-09,-0.000525972653076219,-0.00174385009366911,-0.00022088668068463,0.00170997078242581,6.35533700253007e-05,0.000786058413894359,-0.000724278183735368,0.000852023735368219,-0.000124645519630956,1.40244816493696e-05,0.0223142450963831,-1.67583199742779e-06,-0.0581213231105071
"east_of_england","rho_pillar2_tests",6.15852069126333e-06,8.18321115638258e-07,1.58256621265219e-06,-1.77007283856116e-06,3.46636279990727e-06,-5.79547983277114e-07,-7.3397633168e-06,5.78497279696702e-07,-8.15214255127628e-08,-4.53440963425061e-07,-1.24465145341861e-07,-7.29375242410242e-07,1.21380961234446e-06,9.16137355898576e-07,-1.82196013731357e-05,2.98872419812414e-10,-1.21228813135015e-10,-8.2786180221664e-06,3.26870557613838e-05,1.07672372043446e-06,-1.06559785641424e-05,9.12026426307217e-06,4.97866236879005e-06,1.26530713437846e-05,-1.45950565859425e-05,-2.81289279211503e-05,-4.69595253007358e-07,-1.67583199742779e-06,4.53527394946369e-06,-0.00100722885792243
"east_of_england","start_date",0.035088075995434,-0.00558415655831785,0.0991603734642139,0.00462927846122896,-0.00261257996371868,-0.00109636467745825,-0.0706373926918206,0.00789215145358795,-0.000538041115294121,-0.00330330355925774,0.00635355864349526,-0.00462067657489094,-0.00625321719178044,0.00204800276105824,-0.157755863271661,-2.60829834481186e-06,7.68964549324687e-07,-0.0526597120517871,-0.00254552434265007,0.00309759827775336,0.13460017038137,0.0748345115824949,-0.180293555224633,0.0839307937316277,-0.0139965863419046,0.216519644567724,-0.000529665112746334,-0.0581213231105071,-0.00100722885792243,37.0103284908456
"midlands","alpha_D",0.00576431231473745,-1.96888286410252e-05,-6.42843790646907e-05,4.29123669035116e-05,1.02223539212373e-05,-1.90485224069254e-06,-2.15742135935454e-05,8.10407945963012e-06,-9.94517578586702e-06,-2.50706117521235e-05,3.54913049457044e-05,-6.92810769548904e-05,0.000104437738550513,-9.13003959974402e-05,0.00228993137974715,-1.33420148390294e-09,2.42684956508542e-09,-0.000394930548400361,-0.000740879603112255,5.35067272457568e-05,1.66217518382866e-05,0.000174466872000857,-0.00228607968982278,-3.38021173485817e-06,-6.09050390725581e-06,0.00138419580035639,9.36948085933571e-07,-0.000879132660275951,2.25210747276286e-05,-0.00610432443016157
"midlands","alpha_H",-1.96888286410252e-05,2.03035839634731e-05,-1.34021429547218e-05,1.03785858091457e-07,-3.42389285265692e-06,-2.07230132542752e-08,2.63167585243758e-05,-2.45565276286588e-06,-1.60763050936358e-06,1.42973900052487e-06,-2.18886064618532e-06,1.8746729134019e-06,1.61148180352214e-06,-3.71118062092901e-06,5.45322614431462e-05,8.66268481973027e-10,9.10233395872391e-12,-2.16069870638191e-06,6.96782767474471e-05,3.09188081336186e-06,-4.80778949046006e-05,3.30561179569696e-06,-6.48247967511167e-05,2.23297223342337e-05,-9.68952171764603e-06,-0.000120842420824441,-4.4148062776006e-07,3.36280454851924e-05,4.77614517916383e-07,-0.00585216682644102
"midlands","beta1",-6.42843790646907e-05,-1.34021429547218e-05,0.000158956392632029,6.46776062311541e-07,-3.90177495737817e-06,6.43205825950389e-07,-0.000173516975797385,9.10303388751528e-06,2.65162827709269e-06,-2.11852456376032e-06,1.49014934235757e-06,-2.91938247716365e-06,-1.64396559577731e-06,2.13248260985613e-06,0.000506548784510145,2.97275708240827e-09,-1.63363430128114e-09,-8.95237566688812e-05,-0.000135053991004196,-1.09435147521817e-05,0.000101432083179993,6.793963048586e-05,-0.000233144085428126,4.54270934105389e-05,1.93347595339115e-05,0.000126906509648573,2.08958504770855e-07,-4.81678449936382e-05,2.04094083272786e-06,0.0674805398251314
"midlands","beta10",4.29123669035116e-05,1.03785858091457e-07,6.46776062311541e-07,1.10461832030022e-05,-1.24172166106721e-05,2.09813516650885e-06,-7.27433456354044e-08,-1.25043590656971e-07,-3.27018060281545e-07,-3.21309817694388e-07,-2.26070944386011e-07,-1.99939052867584e-06,5.76885373869323e-06,-9.32976627812633e-06,7.09913440622149e-05,-3.2108376520626e-10,2.06697290823921e-10,-1.98736608951475e-07,-2.0097375944547e-05,-2.50223664715921e-07,2.66245039843439e-06,1.16038723418158e-05,-5.53647046366162e-05,2.43339868027406e-06,-6.13851737169839e-06,6.36201749408536e-06,2.01422258696895e-07,-2.6500094221424e-05,1.81824351434608e-07,-0.00037072993437731
"midlands","beta11",1.02223539212373e-05,-3.42389285265692e-06,-3.90177495737817e-06,-1.24172166106721e-05,2.44350522622638e-05,-6.36008391761815e-06,-3.4208995599482e-07,5.42630111010148e-07,-4.59085402436364e-07,1.70036336790189e-06,1.41081811237762e-06,1.05605172430548e-06,-6.7554975029384e-06,8.76247133696826e-06,-0.000122990919401647,6.42453646737406e-10,-3.13242596032626e-10,2.34202444295406e-05,-3.80400959333595e-05,2.05962276970304e-06,-8.93841886861226e-06,-4.42016399648143e-05,4.78419065200563e-05,-1.79014646204121e-05,1.83738308421177e-05,4.03049680730576e-05,-1.51113466211965e-07,4.77087687757518e-06,-2.45894110686638e-06,-0.00142987899185882
"midlands","beta12",-1.90485224069254e-06,-2.07230132542752e-08,6.43205825950389e-07,2.09813516650885e-06,-6.36008391761815e-06,4.63635408868931e-06,-1.60909133537829e-06,-5.72891768956704e-08,3.4830402166139e-07,-3.85327975587234e-07,9.79987935886137e-07,-1.29313273267718e-06,2.59700110393225e-06,-1.19761568372408e-06,-4.1003329553018e-05,-2.37385319953081e-10,1.33135863131124e-10,-1.43783411171969e-05,5.15201364906971e-06,-9.86153966280084e-07,2.56084023486112e-06,-1.78528547566245e-05,-3.05811217808402e-05,1.170434099423e-05,-5.53272678660527e-06,-2.87304338643504e-05,3.25326231155272e-07,-1.29105462627323e-05,7.44370143177378e-07,-0.000437145987522367
"midlands","beta2",-2.15742135935454e-05,2.63167585243758e-05,-0.000173516975797385,-7.27433456354044e-08,-3.4208995599482e-07,-1.60909133537829e-06,0.000326029953761513,-2.93230325266329e-05,4.20578545622365e-06,2.80497869084162e-06,-7.30375537316254e-06,1.29356189269407e-05,-1.24095612180753e-05,4.2490070679328e-06,-0.000663144778927372,-1.47247061733436e-09,1.10177448604949e-09,0.000160424026267982,0.000349432421714307,1.97964414022296e-05,-0.000295577344633564,-6.35598848636667e-05,0.000525118123773793,-8.50183869205658e-05,-5.68913088123061e-05,-7.10757335059981e-05,-1.33119378304512e-06,0.000201899357234472,5.57810390350193e-07,-0.0658190458456974
"midlands","beta3",8.10407945963012e-06,-2.45565276286588e-06,9.10303388751528e-06,-1.25043590656971e-07,5.42630111010148e-07,-5.72891768956704e-08,-2.93230325266329e-05,6.57961437913417e-06,-2.63174572345811e-06,2.61163406309753e-06,-9.22937786454413e-07,-5.54700424445216e-07,-5.84809384317031e-07,5.49289192336278e-07,-1.18522672892405e-05,-4.41665623986842e-10,2.52437216083956e-11,-2.34595751826271e-05,-1.10324050750756e-05,-3.82991637420397e-06,7.27084589714044e-05,3.18912894186557e-05,-8.07911215745506e-05,2.0279671700627e-05,-2.15467229172655e-06,8.46382935750202e-06,-3.42530876758835e-08,-2.43410699653896e-05,-7.09411513085867e-07,0.00366234316559593
"midlands","beta4",-9.94517578586702e-06,-1.60763050936358e-06,2.65162827709269e-06,-3.27018060281545e-07,-4.59085402436364e-07,3.4830402166139e-07,4.20578545622365e-06,-2.63174572345811e-06,5.22491074291132e-06,-4.81439050456225e-06,4.43003266432188e-06,-1.50385460050267e-06,5.48363406961365e-07,1.158111626495e-06,-9.53517651084295e-06,1.99913541791576e-10,-3.83614669602149e-10,6.24868832354285e-06,7.53940948340688e-06,8.6298795406915e-07,6.29939828664387e-06,-7.70110638633701e-06,8.20050620647877e-05,-3.33612036414137e-06,-5.76405417386118e-06,-2.82024999273748e-06,2.71587931667747e-08,1.01718327182702e-05,-4.1149402720033e-07,8.3469371606851e-05
"midlands","beta5",-2.50706117521235e-05,1.42973900052487e-06,-2.11852456376032e-06,-3.21309817694388e-07,1.70036336790189e-06,-3.85327975587234e-07,2.80497869084162e-06,2.61163406309753e-06,-4.81439050456225e-06,1.19588891391734e-05,-1.0001641820594e-05,4.82700113937103e-06,-3.67988713480487e-06,1.41814773141121e-06,-0.000197406117120384,-2.40431290282858e-11,3.81341936024771e-11,9.47162641148943e-06,-1.10633712047461e-05,-2.72075279654229e-06,-1.87552307338487e-05,-1.51866674240406e-05,-3.92384448629111e-07,3.03945744312864e-06,5.46431232884402e-06,-2.30939620479163e-06,9.75676845693627e-08,3.24163291008206e-05,-7.96727541092546e-07,-0.000384451223486694
"midlands","beta6",3.54913049457044e-05,-2.18886064618532e-06,1.49014934235757e-06,-2.26070944386011e-07,1.41081811237762e-06,9.79987935886137e-07,-7.30375537316254e-06,-9.22937786454413e-07,4.43003266432188e-06,-1.0001641820594e-05,2.1351398712265e-05,-1.35340790498811e-05,8.43171291977951e-06,-1.53681287101422e-06,0.000101397446954391,-1.8808455428478e-10,-1.66384258113995e-10,-1.04384352124967e-05,2.85011692905274e-05,-1.03353733567591e-06,1.8759424206036e-05,-3.86022811601822e-05,6.45381543771872e-06,-4.40949842334669e-06,-6.60615912955349e-06,5.22257051308206e-05,1.82989295451959e-07,-1.46384432385074e-05,-5.37551331944516e-07,-0.00248045240316485
"midlands","beta7",-6.92810769548904e-05,1.8746729134019e-06,-2.91938247716365e-06,-1.99939052867584e-06,1.05605172430548e-06,-1.29313273267718e-06,1.29356189269407e-05,-5.54700424445216e-07,-1.50385460050267e-06,4.82700113937103e-06,-1.35340790498811e-05,1.9088895789754e-05,-2.15024530007813e-05,6.65413102336546e-06,-9.74808402958237e-05,6.38287058341299e-10,-1.82492052509353e-10,1.53483011876345e-05,7.38040615205398e-05,2.24959795491339e-06,-1.79315962048814e-05,-5.79408088845105e-06,6.43231537692844e-05,-2.2051359850869e-05,-8.7735140948902e-06,-9.56824695016651e-05,-1.12152457041082e-07,8.27359112327901e-05,-3.90299759182745e-07,0.000171859199940431
"midlands","beta8",0.000104437738550513,1.61148180352214e-06,-1.64396559577731e-06,5.76885373869323e-06,-6.7554975029384e-06,2.59700110393225e-06,-1.24095612180753e-05,-5.84809384317031e-07,5.48363406961365e-07,-3.67988713480487e-06,8.43171291977951e-06,-2.15024530007813e-05,3.81914239677042e-05,-1.61418343811566e-05,0.000131007940418029,-4.73716631249602e-10,2.78836407689397e-10,-2.61236849290536e-06,-0.000153148442746249,-8.98289215691102e-07,-3.13432014241981e-05,-1.29830258626426e-05,-5.26794855206778e-05,2.76962820848031e-05,1.95364385356195e-05,1.71497003818564e-05,3.52634320287602e-07,-9.9463756325141e-05,1.85974227501253e-06,-0.00236254078771864
"midlands","beta9",-9.13003959974402e-05,-3.71118062092901e-06,2.13248260985613e-06,-9.32976627812633e-06,8.76247133696826e-06,-1.19761568372408e-06,4.2490070679328e-06,5.49289192336278e-07,1.158111626495e-06,1.41814773141121e-06,-1.53681287101422e-06,6.65413102336546e-06,-1.61418343811566e-05,1.48224325844501e-05,-0.00015866261281837,5.64604134702673e-10,-4.46226057118479e-10,-7.48997308055884e-06,4.71119787907684e-05,-1.1461514106848e-06,-1.07965434785029e-06,-8.78824853666969e-06,0.000103154719992048,-5.95527707990844e-06,-9.71419595687657e-07,1.76106260875205e-05,-1.98545130813618e-07,6.31620728151572e-05,-1.47751137150088e-07,0.00166150731499212
"midlands","eps",0.00228993137974715,5.45322614431462e-05,0.000506548784510145,7.09913440622149e-05,-0.000122990919401647,-4.1003329553018e-05,-0.000663144778927372,-1.18522672892405e-05,-9.53517651084295e-06,-0.000197406117120384,0.000101397446954391,-9.74808402958237e-05,0.000131007940418029,-0.00015866261281837,0.0307180067495127,3.99976116047349e-08,-7.37252710553507e-09,-0.00158667058471082,-0.00247972136561808,0.000124663926484851,-0.000339212348897501,7.75373836645462e-05,-0.00609239837412234,0.00107366361137745,0.000752460264654166,8.37738073895506e-05,2.29080331247441e-06,-0.00176904673010501,2.16624496346455e-05,0.275829216647202
"midlands","m_CHR",-1.33420148390294e-09,8.66268481973027e-10,2.97275708240827e-09,-3.2108376520626e-10,6.42453646737406e-10,-2.37385319953081e-10,-1.47247061733436e-09,-4.41665623986842e-10,1.99913541791576e-10,-2.40431290282858e-11,-1.8808455428478e-10,6.38287058341299e-10,-4.73716631249602e-10,5.64604134702673e-10,3.99976116047349e-08,1.60219563040796e-12,-5.89124850517932e-13,-4.06517312180636e-09,-1.42752661833553e-08,6.62398140254557e-10,-2.18367012949868e-08,-1.46960112633711e-08,-1.74730168707619e-08,1.29281778216073e-09,1.72687680207358e-09,-1.74206226779683e-08,3.47110896737827e-11,-6.21936595336417e-10,-2.54111397991616e-10,1.91392296956273e-07
"midlands","m_CHW",2.42684956508542e-09,9.10233395872391e-12,-1.63363430128114e-09,2.06697290823921e-10,-3.13242596032626e-10,1.33135863131124e-10,1.10177448604949e-09,2.52437216083956e-11,-3.83614669602149e-10,3.81341936024771e-11,-1.66384258113995e-10,-1.82492052509353e-10,2.78836407689397e-10,-4.46226057118479e-10,-7.37252710553507e-09,-5.89124850517932e-13,2.86306383174908e-13,1.77132763481985e-09,3.2443390999922e-09,4.50913967887607e-11,5.55722153424837e-09,4.16705078381241e-09,-9.11187021238971e-09,-6.80848464029651e-10,1.94103125407572e-10,9.76166563841587e-09,-1.09013554529745e-11,-1.74512224396403e-09,1.95331137658552e-10,-1.57291929850027e-07
"midlands","mu_D",-0.000394930548400361,-2.16069870638191e-06,-8.95237566688812e-05,-1.98736608951475e-07,2.34202444295406e-05,-1.43783411171969e-05,0.000160424026267982,-2.34595751826271e-05,6.24868832354285e-06,9.47162641148943e-06,-1.04384352124967e-05,1.53483011876345e-05,-2.61236849290536e-06,-7.48997308055884e-06,-0.00158667058471082,-4.06517312180636e-09,1.77132763481985e-09,0.00310470091806677,0.00113127282247545,1.05114056758488e-05,0.000167330788603646,4.88760307373063e-05,0.000762810504162153,-0.00151337339692732,-0.000144173101273433,-0.000435779861904565,2.70346612540128e-06,-0.000179422563087447,2.08895637972157e-06,-0.0489817758145267
"midlands","mu_ICU",-0.000740879603112255,6.96782767474471e-05,-0.000135053991004196,-2.0097375944547e-05,-3.80400959333595e-05,5.15201364906971e-06,0.000349432421714307,-1.10324050750756e-05,7.53940948340688e-06,-1.10633712047461e-05,2.85011692905274e-05,7.38040615205398e-05,-0.000153148442746249,4.71119787907684e-05,-0.00247972136561808,-1.42752661833553e-08,3.2443390999922e-09,0.00113127282247545,0.00932939106536548,-2.00633946320197e-05,0.00139088909171212,0.000881866757470811,0.000692292830695195,6.06458378902872e-05,-0.00142486518272109,-0.0019260555378766,-7.59211636426052e-06,0.00182256579587215,3.34701803684353e-05,-0.071458529605321
"midlands","p_G_D",5.35067272457568e-05,3.09188081336186e-06,-1.09435147521817e-05,-2.50223664715921e-07,2.05962276970304e-06,-9.86153966280084e-07,1.97964414022296e-05,-3.82991637420397e-06,8.6298795406915e-07,-2.72075279654229e-06,-1.03353733567591e-06,2.24959795491339e-06,-8.98289215691102e-07,-1.1461514106848e-06,0.000124663926484851,6.62398140254557e-10,4.50913967887607e-11,1.05114056758488e-05,-2.00633946320197e-05,1.54674067615941e-05,-5.86043873305559e-05,-4.0690598254652e-05,-2.25303548964142e-05,-7.08655264599485e-06,1.06482437516406e-05,-9.865930787929e-06,3.76043754473032e-08,1.62613627766804e-06,1.33862630654006e-06,-0.002371941005809
