"date","region","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","ons_death_hospital","ons_death_carehome","ons_death_community","death_0","death_55","death_65","death_75","pillar2_negatives_total_pcr_over25","pillar2_positives_over25","pillar2_positives_lft_over25"
"2020-08-07","south_east",6,8,77,1,1227,1,4,0,0,0,0,1,9976,30,NA
"2020-08-08","south_east",7,7,80,1,861,2,2,0,0,0,1,1,4384,19,NA
"2020-08-09","south_east",4,8,72,0,535,0,2,0,0,0,0,0,3722,9,NA
"2020-08-10","south_east",4,8,82,0,1021,4,4,1,0,1,0,3,12275,68,NA
"2020-08-11","south_east",3,8,68,0,3,1,2,0,0,0,1,0,14181,53,NA
"2020-08-12","south_east",13,7,59,NA,NA,3,1,0,0,0,0,3,13974,39,NA
"2020-08-13","south_east",10,9,63,NA,NA,3,2,0,0,0,2,1,12361,51,NA
"2020-08-14","south_east",9,10,72,NA,NA,1,0,2,0,0,0,1,11030,47,NA
"2020-08-15","south_east",3,9,72,NA,NA,2,0,0,1,0,0,1,5802,24,NA
"2020-08-16","south_east",5,9,71,NA,NA,1,1,0,0,1,0,0,4672,23,NA
"2020-08-17","south_east",5,9,69,NA,NA,0,0,0,0,0,0,0,14124,64,NA
"2020-08-18","south_east",6,9,70,NA,NA,2,1,0,0,0,1,1,15554,42,NA
"2020-08-19","south_east",7,8,65,NA,NA,0,1,0,0,0,0,0,15892,69,NA
"2020-08-20","south_east",4,8,64,0,63,0,1,0,0,0,0,0,13922,75,NA
"2020-08-21","south_east",2,9,64,0,183,1,0,0,0,0,1,0,12415,59,NA
"2020-08-22","south_east",5,8,51,1,2567,1,0,0,0,1,0,0,5822,39,NA
"2020-08-23","south_east",8,8,53,0,2316,1,0,0,0,0,0,1,4705,39,NA
"2020-08-24","south_east",8,9,54,0,3384,0,0,1,0,0,0,0,12679,46,NA
"2020-08-25","south_east",9,9,50,3,3049,2,0,0,0,0,0,2,14845,49,NA
"2020-08-26","south_east",7,6,48,1,2864,2,0,0,0,0,1,1,14828,50,NA
"2020-08-27","south_east",12,6,47,1,2786,2,0,0,0,0,0,2,12300,71,NA
"2020-08-28","south_east",7,7,39,1,2923,1,2,0,0,0,0,1,12029,53,NA
"2020-08-29","south_east",5,5,37,4,2063,0,1,0,0,0,0,0,5814,40,NA
"2020-08-30","south_east",2,3,39,2,905,1,0,0,0,0,1,0,4792,40,NA
"2020-08-31","south_east",6,3,42,0,1754,3,2,1,0,0,0,3,8156,59,NA
"2020-09-01","south_east",7,4,39,3,2343,1,1,0,0,0,0,1,17232,75,NA
"2020-09-02","south_east",12,4,38,0,1870,2,0,0,0,1,0,1,18321,111,NA
"2020-09-03","south_east",8,5,39,1,1333,0,0,0,0,0,0,0,16019,148,NA
"2020-09-04","south_east",9,6,43,1,1278,2,1,0,0,0,1,1,15357,148,NA
"2020-09-05","south_east",6,4,40,2,1052,0,0,0,0,0,0,0,6735,100,NA
"2020-09-06","south_east",8,3,44,0,698,1,0,0,0,0,1,0,4865,110,NA
"2020-09-07","south_east",4,3,53,0,808,0,0,0,0,0,0,0,15865,115,NA
"2020-09-08","south_east",9,3,47,0,4,0,0,0,0,0,0,0,18307,94,NA
"2020-09-09","south_east",17,2,48,NA,NA,0,0,0,0,0,0,0,19090,98,NA
"2020-09-10","south_east",10,3,53,NA,NA,2,0,0,0,0,0,2,16256,83,NA
"2020-09-11","south_east",11,2,59,NA,NA,0,0,0,0,0,0,0,15156,79,NA
"2020-09-12","south_east",12,3,63,NA,NA,0,2,0,0,0,0,0,5390,62,NA
"2020-09-13","south_east",12,3,61,NA,NA,2,1,0,0,0,0,2,3502,19,NA
"2020-09-14","south_east",9,3,71,NA,NA,1,0,0,0,0,0,1,12798,79,NA
"2020-09-15","south_east",7,3,78,NA,NA,3,0,0,0,0,1,2,16896,64,NA
"2020-09-16","south_east",13,5,64,NA,NA,3,0,0,0,0,0,3,16277,52,NA
"2020-09-17","south_east",8,6,72,NA,NA,2,1,0,0,0,0,2,14247,81,NA
"2020-09-18","south_east",9,5,82,0,198,1,1,0,0,0,0,1,14357,93,NA
"2020-09-19","south_east",16,4,74,7,2235,1,1,0,0,0,0,1,5327,74,NA
"2020-09-20","south_east",9,3,79,2,2700,0,0,1,0,0,0,0,4231,76,NA
"2020-09-21","south_east",14,4,91,10,3408,2,0,0,0,0,0,2,12380,106,NA
"2020-09-22","south_east",15,5,87,2,3023,0,0,0,0,0,0,0,18386,154,NA
"2020-09-23","south_east",24,7,94,16,3189,2,0,0,0,0,0,2,17203,116,NA
"2020-09-24","south_east",15,5,104,9,3340,1,0,0,0,0,0,1,17057,142,NA
"2020-09-25","south_east",18,4,110,6,3271,2,2,1,0,0,0,2,16171,162,NA
"2020-09-26","south_east",14,6,102,10,2744,4,1,0,0,0,0,4,5746,101,NA
"2020-09-27","south_east",6,4,114,1,2450,3,0,0,0,1,0,2,4528,109,NA
"2020-09-28","south_east",13,5,117,7,2817,6,0,0,0,0,1,5,15447,197,NA
"2020-09-29","south_east",14,4,103,7,2195,4,0,0,0,0,2,2,18745,174,NA
"2020-09-30","south_east",22,5,103,5,1893,2,1,0,0,0,0,2,19365,244,NA
"2020-10-01","south_east",16,8,98,6,1385,3,2,1,0,1,1,1,18069,249,NA
"2020-10-02","south_east",12,8,109,4,1333,4,0,0,0,0,0,4,19436,278,NA
"2020-10-03","south_east",19,8,100,4,1120,1,0,1,0,0,1,0,7752,264,NA
"2020-10-04","south_east",18,8,108,2,643,1,1,0,0,0,0,1,6164,254,NA
"2020-10-05","south_east",21,8,119,3,735,1,0,0,0,0,0,1,18625,367,NA
"2020-10-06","south_east",25,11,121,NA,NA,1,0,0,1,0,0,0,23090,318,NA
"2020-10-07","south_east",41,12,134,NA,NA,4,0,0,0,0,2,2,22866,432,NA
"2020-10-08","south_east",36,12,144,NA,NA,5,0,0,0,1,1,3,20937,439,NA
"2020-10-09","south_east",34,10,162,NA,NA,2,1,0,0,0,0,2,19476,344,NA
"2020-10-10","south_east",30,10,163,NA,NA,3,1,0,0,0,1,2,6744,253,NA
"2020-10-11","south_east",27,8,175,NA,NA,4,0,0,0,1,0,3,4166,226,NA
"2020-10-12","south_east",37,10,189,NA,NA,5,0,1,0,0,2,3,18359,448,NA
"2020-10-13","south_east",48,10,204,NA,NA,5,1,0,0,0,1,4,22627,498,NA
"2020-10-14","south_east",38,10,225,NA,NA,4,0,1,0,0,1,3,21207,527,NA
"2020-10-15","south_east",52,12,233,NA,NA,3,2,1,0,0,0,3,20297,505,NA
"2020-10-16","south_east",33,12,263,1,174,2,0,1,0,0,0,2,19423,475,NA
"2020-10-17","south_east",34,11,279,9,2223,3,2,0,0,0,1,2,7087,426,NA
"2020-10-18","south_east",40,11,228,13,2459,4,1,0,0,1,1,2,5496,415,NA
"2020-10-19","south_east",51,18,326,7,3540,7,2,1,0,1,2,4,19473,760,NA
"2020-10-20","south_east",37,18,325,20,3143,8,1,1,1,0,2,5,24241,903,NA
"2020-10-21","south_east",65,19,358,14,3101,12,2,0,0,0,3,9,23585,938,NA
"2020-10-22","south_east",77,17,339,25,2940,9,0,1,0,0,1,8,20853,782,NA
"2020-10-23","south_east",70,17,405,29,2842,5,0,2,0,1,0,4,20312,844,1
"2020-10-24","south_east",65,19,456,24,2240,7,2,2,0,0,2,5,7468,648,NA
"2020-10-25","south_east",67,20,477,17,1825,11,0,1,1,0,3,7,5228,556,NA
"2020-10-26","south_east",86,15,483,15,2086,14,0,0,0,1,1,12,19772,1157,NA
"2020-10-27","south_east",84,23,528,21,1907,5,1,0,0,2,0,3,23615,1014,NA
"2020-10-28","south_east",81,25,541,9,1583,12,0,1,0,1,4,7,22999,1029,NA
"2020-10-29","south_east",103,27,566,9,1363,7,1,1,0,2,2,3,21202,1071,NA
"2020-10-30","south_east",84,34,589,4,1360,8,1,1,0,1,0,7,21191,1030,NA
"2020-10-31","south_east",98,35,617,5,966,15,8,1,0,2,3,10,7582,732,NA
"2020-11-01","south_east",88,36,665,4,595,19,0,1,1,1,2,15,6575,624,NA
"2020-11-02","south_east",115,42,713,16,1059,13,6,0,0,0,0,13,22394,1633,NA
"2020-11-03","south_east",81,41,711,NA,NA,12,2,1,0,1,1,10,26649,1224,NA
"2020-11-04","south_east",109,47,751,NA,NA,8,2,4,0,0,1,7,25524,1213,NA
"2020-11-05","south_east",140,48,770,NA,NA,14,2,1,0,0,4,10,24156,1216,NA
"2020-11-06","south_east",107,45,783,NA,NA,17,2,0,1,0,3,13,24120,1156,NA
"2020-11-07","south_east",150,44,821,NA,NA,14,5,0,0,0,3,11,9234,1075,NA
"2020-11-08","south_east",137,50,820,NA,NA,18,4,1,0,0,2,16,7590,1229,NA
"2020-11-09","south_east",137,53,947,NA,NA,21,7,3,0,1,4,16,23972,1892,NA
"2020-11-10","south_east",110,52,958,NA,NA,20,4,1,0,1,0,19,26971,1653,NA
"2020-11-11","south_east",149,60,1011,NA,NA,20,2,0,1,1,2,16,25215,1708,NA
"2020-11-12","south_east",181,58,967,NA,NA,17,2,3,1,0,2,14,24592,1613,1
"2020-11-13","south_east",97,86,1066,0,32,15,11,0,1,1,6,7,25172,1723,NA
"2020-11-14","south_east",132,84,1122,0,55,22,7,0,1,0,2,19,9981,1083,NA
"2020-11-15","south_east",130,83,1173,2,178,19,5,2,0,1,3,15,6878,1020,NA
"2020-11-16","south_east",139,82,1182,29,4047,24,3,3,1,2,4,17,24683,1851,NA
"2020-11-17","south_east",141,88,1205,25,3625,22,6,3,0,1,2,19,28479,1358,NA
"2020-11-18","south_east",164,93,1227,20,3612,27,8,4,1,1,2,23,26245,1296,NA
"2020-11-19","south_east",201,96,1246,33,3681,21,11,1,0,0,1,20,24225,1092,NA
"2020-11-20","south_east",145,94,1272,18,3427,16,6,5,0,2,1,13,22259,1071,NA
"2020-11-21","south_east",174,96,1300,14,3301,22,4,3,2,3,4,13,8919,832,NA
"2020-11-22","south_east",144,96,1313,20,2197,24,8,4,0,2,5,17,6742,730,NA
"2020-11-23","south_east",158,97,1395,7,2387,37,9,4,1,3,7,26,23982,1418,NA
"2020-11-24","south_east",148,111,1403,13,1902,22,6,2,0,1,4,17,26351,1132,NA
"2020-11-25","south_east",166,114,1437,12,1617,36,12,1,1,2,5,28,26504,1166,NA
"2020-11-26","south_east",136,110,1397,4,1340,30,7,5,0,4,4,22,23672,989,NA
"2020-11-27","south_east",124,113,1429,15,1351,31,5,1,0,6,4,21,22662,1215,NA
"2020-11-28","south_east",147,115,1420,3,1340,20,9,1,2,1,3,14,8756,850,NA
"2020-11-29","south_east",164,111,1430,12,1031,38,5,1,1,2,6,29,6842,839,NA
"2020-11-30","south_east",152,120,1494,5,930,23,11,1,0,0,4,19,23554,1407,NA
"2020-12-01","south_east",134,118,1423,8,863,35,7,2,0,4,8,23,26727,1231,2
"2020-12-02","south_east",179,117,1481,7,750,30,5,3,0,1,9,20,27309,1276,2
"2020-03-16","south_west",NA,NA,NA,NA,NA,2,0,0,0,0,0,2,NA,NA,NA
"2020-03-17","south_west",NA,NA,NA,NA,NA,2,0,0,0,0,0,2,NA,NA,NA
"2020-03-18","south_west",NA,NA,NA,NA,NA,3,0,0,0,1,0,2,NA,NA,NA
"2020-03-19","south_west",29,NA,NA,NA,NA,4,0,0,0,0,0,4,NA,NA,NA
"2020-03-20","south_west",43,NA,62,NA,NA,2,0,0,1,0,0,1,NA,NA,NA
"2020-03-21","south_west",43,NA,100,NA,NA,8,0,0,0,0,4,4,NA,NA,NA
"2020-03-22","south_west",37,NA,140,NA,NA,6,0,0,0,2,1,3,NA,NA,NA
"2020-03-23","south_west",62,NA,146,NA,NA,9,1,1,0,1,0,8,NA,NA,NA
"2020-03-24","south_west",60,NA,169,NA,NA,6,0,1,0,2,1,3,NA,NA,NA
"2020-03-25","south_west",94,NA,210,NA,NA,7,1,1,0,0,1,6,NA,NA,NA
"2020-03-26","south_west",86,NA,248,NA,NA,9,0,0,0,2,2,5,NA,NA,NA
"2020-03-27","south_west",105,NA,323,NA,NA,10,1,0,0,1,2,7,NA,NA,NA
"2020-03-28","south_west",130,NA,361,NA,NA,25,1,3,0,1,7,17,NA,NA,NA
"2020-03-29","south_west",107,NA,427,NA,NA,20,4,4,0,2,3,15,NA,NA,NA
"2020-03-30","south_west",128,NA,492,NA,NA,24,3,4,2,1,3,18,NA,NA,NA
"2020-03-31","south_west",122,NA,534,NA,NA,22,2,1,0,2,6,14,NA,NA,NA
"2020-04-01","south_west",112,NA,610,NA,NA,25,3,4,0,0,4,21,NA,NA,NA
"2020-04-02","south_west",152,59,652,NA,NA,24,5,4,0,3,1,20,NA,NA,NA
"2020-04-03","south_west",123,68,709,NA,NA,31,14,1,1,3,6,21,NA,NA,NA
"2020-04-04","south_west",98,67,788,NA,NA,36,19,4,0,4,9,23,NA,NA,NA
"2020-04-05","south_west",130,90,839,NA,NA,34,15,6,1,5,3,25,NA,NA,NA
"2020-04-06","south_west",144,103,913,NA,NA,37,15,4,1,1,7,28,NA,NA,NA
"2020-04-07","south_west",152,113,921,NA,NA,40,22,2,3,3,8,26,NA,NA,NA
"2020-04-08","south_west",134,120,925,NA,NA,51,22,6,1,5,8,37,NA,NA,NA
"2020-04-09","south_west",121,118,951,NA,NA,28,13,4,0,4,2,22,NA,NA,NA
"2020-04-10","south_west",131,125,986,NA,NA,53,29,7,2,5,10,36,NA,NA,NA
"2020-04-11","south_west",127,121,988,NA,NA,40,31,3,1,4,6,29,NA,NA,NA
"2020-04-12","south_west",129,126,1037,NA,NA,29,39,3,0,3,7,19,NA,NA,NA
"2020-04-13","south_west",113,120,1047,NA,NA,29,27,4,0,2,8,19,NA,NA,NA
"2020-04-14","south_west",106,117,1076,NA,NA,21,36,4,1,2,5,13,NA,NA,NA
"2020-04-15","south_west",112,117,1080,NA,NA,32,31,3,1,2,3,26,NA,NA,NA
"2020-04-16","south_west",118,115,1052,NA,NA,28,38,5,0,2,8,18,NA,NA,NA
"2020-04-17","south_west",102,111,1053,NA,NA,33,43,5,1,3,4,25,NA,NA,NA
"2020-04-18","south_west",91,115,1024,NA,NA,23,35,5,1,4,3,15,NA,NA,NA
"2020-04-19","south_west",76,114,1022,NA,NA,34,33,6,0,3,5,26,NA,NA,NA
"2020-04-20","south_west",77,107,997,NA,NA,26,34,4,1,2,7,16,NA,NA,NA
"2020-04-21","south_west",89,102,981,NA,NA,29,39,6,0,2,3,24,NA,NA,NA
"2020-04-22","south_west",84,105,963,NA,NA,21,35,3,1,1,3,16,NA,NA,NA
"2020-04-23","south_west",84,100,905,NA,NA,19,39,2,1,2,3,13,NA,NA,NA
"2020-04-24","south_west",92,94,868,NA,NA,26,33,3,0,5,2,19,NA,NA,NA
"2020-04-25","south_west",60,95,843,NA,NA,18,34,2,0,2,4,12,NA,NA,NA
"2020-04-26","south_west",51,91,823,NA,NA,24,35,1,1,1,9,13,NA,NA,NA
"2020-04-27","south_west",69,89,792,NA,NA,24,38,5,2,1,3,18,NA,NA,NA
"2020-04-28","south_west",71,88,788,NA,NA,16,36,1,0,2,0,14,NA,NA,NA
"2020-04-29","south_west",50,86,733,NA,NA,15,37,2,1,1,1,12,NA,NA,NA
"2020-04-30","south_west",70,80,709,NA,NA,27,29,2,2,3,4,18,NA,NA,NA
"2020-05-01","south_west",62,76,678,0,7,7,25,4,0,0,1,6,NA,NA,NA
"2020-05-02","south_west",68,68,658,0,5,8,33,1,1,0,2,5,NA,NA,NA
"2020-05-03","south_west",68,72,681,0,1,13,24,1,0,1,1,11,NA,NA,NA
"2020-05-04","south_west",70,72,683,0,7,18,22,5,0,1,1,16,NA,NA,NA
"2020-05-05","south_west",49,74,670,0,42,19,25,2,0,0,2,17,NA,NA,NA
"2020-05-06","south_west",58,69,614,0,29,16,19,1,1,1,5,9,NA,NA,NA
"2020-05-07","south_west",53,66,579,0,31,12,26,0,0,1,4,7,NA,NA,NA
"2020-05-08","south_west",53,58,528,0,11,8,18,0,0,2,2,4,NA,NA,NA
"2020-05-09","south_west",45,55,535,0,106,14,21,2,1,0,2,11,NA,NA,NA
"2020-05-10","south_west",41,62,520,0,4,9,12,2,2,1,2,4,NA,NA,NA
"2020-05-11","south_west",58,57,535,0,140,9,10,0,0,0,1,8,NA,NA,NA
"2020-05-12","south_west",38,55,501,0,106,7,9,0,1,1,1,4,NA,NA,NA
"2020-05-13","south_west",52,54,486,0,138,9,15,1,1,0,0,8,NA,NA,NA
"2020-05-14","south_west",37,52,477,0,270,9,8,1,2,1,0,6,NA,NA,NA
"2020-05-15","south_west",50,85,473,1,410,6,7,2,0,0,1,5,NA,NA,NA
"2020-05-16","south_west",53,51,443,0,652,5,12,0,1,0,1,3,NA,NA,NA
"2020-05-17","south_west",27,47,454,2,658,10,10,0,0,0,3,7,NA,NA,NA
"2020-05-18","south_west",48,42,463,1,630,3,10,0,0,0,2,1,NA,NA,NA
"2020-05-19","south_west",52,37,451,0,860,7,11,0,2,1,1,3,NA,NA,NA
"2020-05-20","south_west",55,36,438,0,794,3,7,1,0,1,0,2,NA,NA,NA
"2020-05-21","south_west",53,35,439,1,910,11,7,1,0,2,2,7,NA,NA,NA
"2020-05-22","south_west",39,34,381,1,1077,8,7,2,0,0,0,8,NA,NA,NA
"2020-05-23","south_west",28,35,382,0,894,6,7,0,0,1,1,4,NA,NA,NA
"2020-05-24","south_west",23,35,376,0,393,5,8,0,0,0,0,5,NA,NA,NA
"2020-05-25","south_west",36,34,366,0,72,9,8,2,0,3,3,3,NA,NA,NA
"2020-05-26","south_west",37,32,352,0,579,10,3,0,1,0,0,9,NA,NA,NA
"2020-05-27","south_west",35,30,320,0,429,9,5,0,0,1,1,7,NA,NA,NA
"2020-05-28","south_west",48,28,306,0,275,8,8,0,1,2,2,3,NA,NA,NA
"2020-05-29","south_west",25,26,285,0,95,9,2,1,0,0,0,9,NA,NA,NA
"2020-05-30","south_west",31,25,271,0,92,4,4,1,1,0,1,2,NA,NA,NA
"2020-05-31","south_west",23,24,267,0,106,6,6,0,0,0,1,5,NA,NA,NA
"2020-06-01","south_west",46,25,260,0,32,6,5,1,0,0,3,3,3493,24,NA
"2020-06-02","south_west",42,24,260,NA,NA,3,4,0,0,0,1,2,4860,25,NA
"2020-06-03","south_west",33,22,259,NA,NA,10,2,0,0,1,4,5,5600,34,NA
"2020-06-04","south_west",16,19,247,NA,NA,3,5,0,0,0,0,3,5276,40,NA
"2020-06-05","south_west",30,16,240,NA,NA,3,2,2,0,0,0,3,5278,32,NA
"2020-06-06","south_west",28,15,235,NA,NA,2,3,0,1,0,0,1,2759,10,NA
"2020-06-07","south_west",22,13,210,NA,NA,3,7,3,0,0,0,3,1945,7,NA
"2020-06-08","south_west",7,14,195,NA,NA,3,1,0,0,0,0,3,4070,18,NA
"2020-06-09","south_west",17,12,181,NA,NA,0,2,0,0,0,0,0,5323,17,NA
"2020-06-10","south_west",23,11,169,NA,NA,2,5,0,0,0,0,2,5021,17,NA
"2020-06-11","south_west",7,9,142,NA,NA,3,3,0,0,0,1,2,4152,16,NA
"2020-06-12","south_west",4,9,144,NA,NA,2,3,0,1,0,0,1,3498,15,NA
"2020-06-13","south_west",12,9,134,NA,NA,0,0,0,0,0,0,0,1735,8,NA
"2020-06-14","south_west",5,9,129,NA,NA,0,5,0,0,0,0,0,1630,4,NA
"2020-06-15","south_west",9,8,130,NA,NA,2,1,0,0,0,2,0,2273,12,NA
"2020-06-16","south_west",11,7,124,NA,NA,5,3,0,0,0,0,5,2404,7,NA
"2020-06-17","south_west",10,6,112,NA,NA,0,3,0,0,0,0,0,2764,11,NA
"2020-06-18","south_west",13,5,106,NA,NA,0,2,0,0,0,0,0,3226,8,NA
"2020-06-19","south_west",9,5,97,0,46,0,1,0,0,0,0,0,2232,17,NA
"2020-06-20","south_west",5,5,93,0,539,3,0,0,0,0,1,2,1449,3,NA
"2020-06-21","south_west",3,5,89,2,347,0,2,1,0,0,0,0,1084,4,NA
"2020-06-22","south_west",1,5,84,3,1435,1,1,0,0,0,0,1,3068,10,NA
"2020-06-23","south_west",9,5,86,4,1253,1,2,0,0,1,0,0,3493,5,NA
"2020-06-24","south_west",8,5,74,0,1126,1,1,1,1,0,0,0,3223,7,NA
"2020-06-25","south_west",12,4,77,0,1293,0,2,0,0,0,0,0,2737,3,NA
"2020-06-26","south_west",7,4,74,1,1318,2,1,0,0,0,1,1,2915,7,NA
"2020-06-27","south_west",12,4,65,0,1122,1,2,0,0,0,0,1,1470,4,NA
"2020-06-28","south_west",8,4,69,1,758,0,0,0,0,0,0,0,1299,4,NA
"2020-06-29","south_west",7,4,73,1,1083,1,0,0,0,0,0,1,3623,11,NA
"2020-06-30","south_west",11,7,71,0,1151,2,2,1,0,0,1,1,4123,12,NA
"2020-07-01","south_west",4,5,62,0,927,0,0,0,0,0,0,0,4516,16,NA
"2020-07-02","south_west",2,2,56,0,752,0,0,1,0,0,0,0,3492,8,NA
"2020-07-03","south_west",5,2,54,0,696,1,0,0,0,0,0,1,2697,3,NA
"2020-07-04","south_west",6,1,57,0,502,0,0,0,0,0,0,0,1756,6,NA
"2020-07-05","south_west",5,1,62,0,288,1,0,0,0,0,0,1,1530,10,NA
"2020-07-06","south_west",2,1,59,0,392,2,1,0,0,0,0,2,4094,15,NA
"2020-07-07","south_west",3,2,50,0,1,0,0,1,0,0,0,0,5788,14,NA
"2020-07-08","south_west",1,2,40,NA,NA,2,1,0,0,0,0,2,6204,11,NA
"2020-07-09","south_west",5,2,44,NA,NA,0,0,0,0,0,0,0,5943,10,NA
"2020-07-10","south_west",6,2,36,NA,NA,1,0,0,0,0,0,1,4230,9,NA
"2020-07-11","south_west",6,2,32,NA,NA,0,0,0,0,0,0,0,1703,3,NA
"2020-07-12","south_west",2,2,32,NA,NA,0,0,0,0,0,0,0,1466,3,NA
"2020-07-13","south_west",6,2,33,NA,NA,1,1,0,0,0,1,0,5558,9,NA
"2020-07-14","south_west",5,1,29,NA,NA,0,2,0,0,0,0,0,7264,11,NA
"2020-07-15","south_west",5,1,28,NA,NA,0,0,2,0,0,0,0,6196,9,NA
"2020-07-16","south_west",3,0,27,NA,NA,0,0,0,0,0,0,0,5870,22,NA
"2020-07-17","south_west",7,0,26,NA,NA,0,1,0,0,0,0,0,4076,8,NA
"2020-07-18","south_west",2,0,34,NA,NA,0,1,0,0,0,0,0,1929,12,NA
"2020-07-19","south_west",2,0,29,NA,NA,0,0,0,0,0,0,0,1893,6,NA
"2020-07-20","south_west",2,0,30,NA,NA,1,0,0,0,0,0,1,5408,16,NA
"2020-07-21","south_west",1,1,29,NA,NA,0,1,0,0,0,0,0,6360,25,NA
"2020-07-22","south_west",3,0,24,NA,NA,0,0,0,0,0,0,0,5992,25,NA
"2020-07-23","south_west",2,0,23,NA,NA,0,0,0,0,0,0,0,5558,29,NA
"2020-07-24","south_west",0,1,21,0,95,0,0,0,0,0,0,0,4524,21,NA
"2020-07-25","south_west",5,1,20,1,795,0,1,0,0,0,0,0,2202,10,NA
"2020-07-26","south_west",3,1,22,0,825,0,0,0,0,0,0,0,1957,14,NA
"2020-07-27","south_west",6,1,26,0,1388,0,0,0,0,0,0,0,5790,22,NA
"2020-07-28","south_west",2,2,24,0,1339,0,0,0,0,0,0,0,6739,23,NA
"2020-07-29","south_west",3,0,24,0,1274,0,1,0,0,0,0,0,6913,39,NA
"2020-07-30","south_west",2,0,22,0,1170,1,0,0,0,0,0,1,6148,46,NA
"2020-07-31","south_west",4,0,22,0,1247,0,0,0,0,0,0,0,4804,22,NA
"2020-08-01","south_west",1,0,21,1,1013,0,0,0,0,0,0,0,2410,4,NA
"2020-08-02","south_west",4,0,23,0,722,0,0,0,0,0,0,0,2275,5,NA
"2020-08-03","south_west",4,0,23,0,1170,0,0,0,0,0,0,0,7271,32,NA
"2020-08-04","south_west",4,0,23,1,1056,0,1,0,0,0,0,0,8637,41,NA
"2020-08-05","south_west",1,0,26,0,869,0,0,0,0,0,0,0,8609,35,NA
"2020-08-06","south_west",3,0,22,0,696,0,0,0,0,0,0,0,7713,25,NA
"2020-08-07","south_west",4,0,20,0,632,0,0,0,0,0,0,0,5363,26,NA
"2020-08-08","south_west",2,0,18,0,525,0,0,0,0,0,0,0,2901,13,NA
"2020-08-09","south_west",0,0,19,0,326,0,1,0,0,0,0,0,2045,12,NA
"2020-08-10","south_west",4,0,20,0,512,0,0,0,0,0,0,0,7563,26,NA
"2020-08-11","south_west",2,0,16,0,7,0,1,0,0,0,0,0,8821,33,NA
"2020-08-12","south_west",4,0,15,NA,NA,1,1,0,0,0,1,0,8461,27,NA
"2020-08-13","south_west",1,0,15,NA,NA,0,0,1,0,0,0,0,8243,43,NA
"2020-08-14","south_west",2,0,18,NA,NA,1,1,0,0,0,0,1,6447,35,NA
"2020-08-15","south_west",2,0,17,NA,NA,0,0,0,0,0,0,0,2792,18,NA
"2020-08-16","south_west",2,1,24,NA,NA,0,0,0,0,0,0,0,2681,22,NA
"2020-08-17","south_west",3,1,19,NA,NA,2,0,0,0,0,0,2,8084,29,NA
"2020-08-18","south_west",5,1,19,NA,NA,0,0,0,0,0,0,0,9319,39,NA
"2020-08-19","south_west",4,2,18,NA,NA,0,0,1,0,0,0,0,9948,43,NA
"2020-08-20","south_west",5,1,18,0,35,2,0,0,0,1,0,1,9255,58,NA
"2020-08-21","south_west",6,1,18,0,74,0,0,0,0,0,0,0,7512,44,NA
"2020-08-22","south_west",1,1,22,0,1008,0,0,0,0,0,0,0,3307,22,NA
"2020-08-23","south_west",1,2,20,0,793,0,1,0,0,0,0,0,2766,16,NA
"2020-08-24","south_west",2,2,18,0,1148,0,0,0,0,0,0,0,7521,31,NA
"2020-08-25","south_west",2,2,17,0,1204,1,0,0,0,1,0,0,10105,28,NA
"2020-08-26","south_west",0,2,17,0,1203,0,0,0,0,0,0,0,9955,34,NA
"2020-08-27","south_west",2,2,15,1,1181,1,0,0,0,0,0,1,8688,28,NA
"2020-08-28","south_west",2,2,14,0,1132,1,1,0,0,0,0,1,7623,37,NA
"2020-08-29","south_west",2,3,18,2,907,0,0,0,0,0,0,0,3611,18,NA
"2020-08-30","south_west",1,2,17,1,162,0,0,0,0,0,0,0,2832,16,NA
"2020-08-31","south_west",0,2,18,0,689,0,0,0,0,0,0,0,5040,36,NA
"2020-09-01","south_west",2,2,15,2,1031,0,0,0,0,0,0,0,11422,67,NA
"2020-09-02","south_west",4,2,13,0,769,0,1,0,0,0,0,0,12376,91,NA
"2020-09-03","south_west",1,2,12,0,668,1,0,0,0,1,0,0,11297,109,NA
"2020-09-04","south_west",1,1,12,0,732,0,1,1,0,0,0,0,9363,87,NA
"2020-09-05","south_west",1,1,11,2,684,0,0,0,0,0,0,0,4115,50,NA
"2020-09-06","south_west",2,1,14,0,528,0,0,0,0,0,0,0,2982,47,NA
"2020-09-07","south_west",2,1,14,2,642,0,0,0,0,0,0,0,10573,59,NA
"2020-09-08","south_west",5,1,13,0,3,0,1,0,0,0,0,0,12186,50,NA
"2020-09-09","south_west",5,1,14,NA,NA,0,0,0,0,0,0,0,13637,40,NA
"2020-09-10","south_west",7,2,15,NA,NA,0,1,0,0,0,0,0,11633,41,NA
"2020-09-11","south_west",3,2,14,NA,NA,0,0,0,0,0,0,0,10076,55,NA
"2020-09-12","south_west",1,2,19,NA,NA,0,0,0,0,0,0,0,3367,33,NA
"2020-09-13","south_west",3,2,17,NA,NA,1,1,0,0,0,0,1,2505,21,NA
"2020-09-14","south_west",0,1,17,NA,NA,0,1,0,0,0,0,0,8747,54,NA
"2020-09-15","south_west",4,1,15,NA,NA,1,2,0,1,0,0,0,11925,46,NA
"2020-09-16","south_west",5,1,19,NA,NA,0,0,0,0,0,0,0,12913,34,NA
